,loss,accuracy,val_loss,val_accuracy
0,1.7003445625305176,0.3181964159011841,1.2757301330566406,0.5212857127189636
1,1.2796329259872437,0.5102499723434448,1.045634388923645,0.607785701751709
2,1.1179479360580444,0.5700356960296631,0.9508974552154541,0.6385714411735535
3,1.0392776727676392,0.6010178327560425,0.8860960602760315,0.6794999837875366
4,0.9684010148048401,0.6306785941123962,0.8116656541824341,0.696071445941925
5,0.9214195609092712,0.6507142782211304,0.7625494599342346,0.7249285578727722
6,0.8766189813613892,0.668321430683136,0.7201129198074341,0.74657142162323
7,0.8330455422401428,0.6860714554786682,0.6719902753829956,0.7613571286201477
8,0.8034636378288269,0.6976249814033508,0.6355479955673218,0.7733571529388428
9,0.7715083956718445,0.7144285440444946,0.6080197691917419,0.7835000157356262
10,0.7395075559616089,0.7245357036590576,0.5913313627243042,0.7979285717010498
11,0.7147652506828308,0.7353214025497437,0.5616558790206909,0.8115000128746033
12,0.6889711618423462,0.7488035559654236,0.5325605273246765,0.8199999928474426
13,0.669757068157196,0.755642831325531,0.5140075087547302,0.8304286003112793
14,0.6406145095825195,0.7677678465843201,0.490617036819458,0.8410000205039978
15,0.625794529914856,0.7730357050895691,0.48203685879707336,0.8423571586608887
16,0.6051943302154541,0.77996426820755,0.4524117112159729,0.8527143001556396
17,0.592541515827179,0.7861071228981018,0.4405793845653534,0.8545714020729065
18,0.5751151442527771,0.7948035597801208,0.4248133599758148,0.8694285750389099
19,0.5611960887908936,0.8005714416503906,0.40619558095932007,0.8738571405410767
20,0.5497441291809082,0.8043928742408752,0.38809025287628174,0.8767856955528259
21,0.5326572060585022,0.8116071224212646,0.3766959011554718,0.8856428861618042
22,0.5189394950866699,0.8147321343421936,0.3666200339794159,0.8856428861618042
23,0.5027011632919312,0.8216606974601746,0.36109375953674316,0.8897143006324768
24,0.4964400827884674,0.8250356912612915,0.35565024614334106,0.8896428346633911
25,0.494799941778183,0.8256428837776184,0.33839309215545654,0.8958571553230286
26,0.4728817939758301,0.8343750238418579,0.3417569696903229,0.8980714082717896
27,0.473323255777359,0.8339107036590576,0.3293055295944214,0.9026428461074829
28,0.46391066908836365,0.8384107351303101,0.3222644627094269,0.9001428484916687
29,0.45776575803756714,0.8393214344978333,0.30882149934768677,0.9102857112884521
30,0.44431203603744507,0.8446249961853027,0.31053537130355835,0.9097856879234314
31,0.44476810097694397,0.8452857136726379,0.30259838700294495,0.9114285707473755
32,0.4313623309135437,0.8485535979270935,0.2979479730129242,0.9118571281433105
33,0.4304502606391907,0.8505178689956665,0.3029986321926117,0.9115714430809021
34,0.4206676185131073,0.8536249995231628,0.28489816188812256,0.9188571572303772
35,0.41005951166152954,0.8576428294181824,0.28765544295310974,0.9177142977714539
36,0.4082113802433014,0.8576964139938354,0.28464314341545105,0.9193571209907532
37,0.4028906524181366,0.8602499961853027,0.27910760045051575,0.9229285717010498
38,0.40179234743118286,0.8603571653366089,0.27206456661224365,0.9200000166893005
39,0.39130982756614685,0.864214301109314,0.2627203166484833,0.927142858505249
40,0.3830418586730957,0.8681071400642395,0.2663930058479309,0.9222142696380615
41,0.3850056231021881,0.8671249747276306,0.26385563611984253,0.9279285669326782
42,0.37816834449768066,0.8699643015861511,0.25485578179359436,0.9277142882347107
43,0.3775688707828522,0.8703035712242126,0.2530495226383209,0.9291428327560425
44,0.3685050308704376,0.8720178604125977,0.25381022691726685,0.931071400642395
45,0.3671439290046692,0.8716607093811035,0.245656818151474,0.931071400642395
46,0.36348456144332886,0.8746785521507263,0.2461220920085907,0.9327142834663391
47,0.3603613078594208,0.8765714168548584,0.24598029255867004,0.9332143068313599
48,0.35671350359916687,0.876839280128479,0.25068503618240356,0.9272142648696899
49,0.3541385233402252,0.8791428804397583,0.24339522421360016,0.9332857131958008
50,0.35146990418434143,0.8800535798072815,0.23896420001983643,0.9342857003211975
51,0.3469119369983673,0.8805357217788696,0.23458166420459747,0.9356428384780884
52,0.3433734178543091,0.8812142610549927,0.23319990932941437,0.9350000023841858
53,0.3404619097709656,0.8837500214576721,0.2438879758119583,0.933571457862854
54,0.3391994535923004,0.8830714225769043,0.2320607602596283,0.9376428723335266
55,0.33325639367103577,0.8851606845855713,0.23201575875282288,0.9387142658233643
56,0.33387309312820435,0.8870000243186951,0.2233545333147049,0.9394999742507935
57,0.32618653774261475,0.8871607184410095,0.22550466656684875,0.9412857294082642
58,0.3230239152908325,0.8911250233650208,0.22667844593524933,0.9409999847412109
59,0.3249642252922058,0.8882856965065002,0.22435921430587769,0.9412142634391785
60,0.3215946853160858,0.8903035521507263,0.22651495039463043,0.9395714402198792
61,0.32361865043640137,0.8900892734527588,0.21767500042915344,0.9424999952316284
62,0.32016149163246155,0.890375018119812,0.2239512801170349,0.9394999742507935
63,0.31685972213745117,0.8933392763137817,0.22166398167610168,0.9412142634391785
64,0.3085682690143585,0.895892858505249,0.2164560705423355,0.9441428780555725
65,0.31389158964157104,0.8928928375244141,0.2285773903131485,0.9403571486473083
66,0.3093527853488922,0.8943750262260437,0.21495357155799866,0.9432142972946167
67,0.3043314516544342,0.8974999785423279,0.21450313925743103,0.9433571696281433
68,0.3090967833995819,0.8944464325904846,0.21527092158794403,0.9432857036590576
69,0.3019779622554779,0.8972499966621399,0.21355627477169037,0.9467856884002686
70,0.2943126857280731,0.9001607298851013,0.2167806625366211,0.943928599357605
71,0.30298563838005066,0.8966964483261108,0.20889955759048462,0.9458571672439575
72,0.3015056550502777,0.8966249823570251,0.2141992300748825,0.9459285736083984
73,0.29899194836616516,0.8974642753601074,0.2119840830564499,0.9458571672439575
74,0.2912720739841461,0.9029821157455444,0.212324321269989,0.9477142691612244
75,0.2957284152507782,0.900732159614563,0.20999421179294586,0.9449999928474426
76,0.29027068614959717,0.9015714526176453,0.20716221630573273,0.9482142925262451
77,0.29291531443595886,0.9004821181297302,0.2149701863527298,0.9434999823570251
